Авторы;Идентификатор автора(ов);Название;Год
Simonova O.A.;"57194172615;";Emotion management and the professional culture of administrative social workers in Russia: Common standards versus the moral mission of social care;2017
Kutergina E.A., Sanina A.G.;"57192192375;36469087400;";The competency profiles of civil servants in today's Russia;2017
Ademukova N.V., Dovbysh O.S., Chumakova V.P., Kiriya I.V.;"57194176934;56554184600;57194171603;57202616795;";The role of state contracts in shaping social responsibility among Russia's regional mass media;2017
Sizova I.L., Chilipenok Y.Y.;"56195417000;57190308094;";Social responsibility within labour relations among the employers in small and medium businesses;2017
Astakhova N.V., Bolshakov N.V.;"57194172232;57194173033;";Cultural consumption patterns among the deaf and hard of hearing: Inclusion versus exclusion;2017
Semenenko A.N., Maksimkin A.I., Uvaisov S.U., Laskovets M.A., Wójcik W., Komada P., Tleshova A., Weryńska-Bieniasz R.;"57208746262;56338385900;55931417100;57194174237;7005121594;6602647400;57194175608;57193504169;";Basis of the necessity of the thermal modelling and analysis of its problem [Podstawy konieczności modelowania termicznego i analizy tego problemu];2017
Grachev N., Uvaysov S., Ivanov I., Wójcik W., Komada P., Shedreyeva I., Karnakova M.;"26534239200;55931417100;55437379400;7005121594;6602647400;57194170687;57194174511;";Analysis of the physical foundations of the build quality of the diagnosis structures based on electronic means of recording and analyzing the parameters of electromagnetic radiation mechanical contact connections [Analiza fizycznych podstaw jakości wykonania struktur diagnostycznych opartych na elektronicznym sposobie rejestrowania i analizowania parametrów promieniowania elektromagnetycznego mechanicznych połączeń stykowych];2017
Kossova T., Kossova E., Sheluntcova M.;"56427019300;16412933000;56426952400;";Investigating the volume and structure of alcohol consumption in Russian regions;2017
Filimonova S.I., Sabirova I.A., Grishlna T.S., Fedoryachenko S.N.;"56205878800;56105048800;57194107351;57194108527;";GTO complex role in national physical culture and sports sector;2017
Saritas O., Kuzminov I.;"6506092892;56502223900;";Global challenges and trends in agriculture: impacts on Russia and possible strategies for adaptation;2017
Kuzminov I., Bereznoy A., Bakhtin P.;"56502223900;57190182908;57193674146;";Global energy challenges and the national economy: stress scenarios for Russia;2017
Ena O.V., Abdrakhmanova G.I.;"57189339675;55862062000;";ICT through the prism of critical technologies;2017
Shakina E., Molodchik M., Barajas A.;"55266716300;55388213700;35572693800;";Endogenous value creation: managerial decisions on intangibles;2017
Proskuryakova L.;"55252644100;";Russia’s energy in 2030: future trends and technology priorities;2017
Vishnevskiy K., Yaroslavtsev A.;"57194113437;7005239278;";Russian S&T Foresight 2030: case of nanotechnologies and new materials;2017
Kutsenko E., Islankina E., Abashkin V.;"55903194100;57194111707;55903016400;";The evolution of cluster initiatives in Russia: the impacts of policy, life-time, proximity and innovative environment;2017
Saritas O., Proskuryakova L.N.;"6506092892;55252644100;";Water resources – an analysis of trends, weak signals and wild cards with implications for Russia;2017
Styrin E., Luna-Reyes L.F., Harrison T.M.;"53865533400;6507246484;56362971400;";Open data ecosystems: an international comparison;2017
Netay I.V.;"55859941100;";Syzygies of quadratic Veronese embedding;2017
Morgunov B.A., Bagin A.M., Kozeltsev M.L., Terentiev A.A.;"57140541400;57194069187;57194064373;57194070378;";"Problems of environmental safety of Russia in the light of the ""green"" growth concept";2017
Puur A., Rahnu L., Abuladze L., Sakkeus L., Zakharov S.;"23009950700;55598419000;57190189840;23009753800;7102360958;";Childbearing among first- and second-generation Russians in Estonia against the background of the sending and host countries;2017
Bondarenko N.S., Murtazina A.R., Nikishina Y.O., Sapronova A.Y., Ugrumov M.V.;"56622467900;57188881130;57188870278;7004933785;55684228700;";Molecular mechanisms of synthesis of noradrenaline as an inducer of development in the adrenal glands of rats in ontogenesis;2017
Hutsalyuk A.A., Liashyk A., Pakuliak S.Z., Ragoucy E., Slavnov N.A.;"57191041137;57015271200;6604021757;7003533607;6603896872;";Current presentation for the super-Yangian double DY (gl(m|n)) and Bethe vectors;2017
Kamenova L., Verbitsky M.;"56149093000;7004282961;";Algebraic nonhyperbolicity of hyperkähler manifolds with picard rank greater than one;2017
Pisarev A., Astakhov S., Gavrilenko S.;"7005149912;57212873125;57192427876;";Actor-network theory: An unfinished assemblage;2017
Kulagin V.P., Ivanov A.I., Kuznetsov Yu.M., Chulkova G.M.;"56912007700;57189212610;57191619222;6701631046;";Multidimensional mutual ordering of patterns using a set of pre-trained artificial neural networks;2017
Meissner D., Carayannis E.G.;"55337583500;7006225155;";Value generation from industry-science linkages in light of targeted open innovation;2017
Baranov A., Belov Y., Borichev A.;"56235290900;23476714900;6603980589;";Fock type spaces with Riesz bases of reproducing kernels and de Branges spaces;2017
Sarracino F., Mikucka M.;"35225215100;12789736800;";Bias and efficiency loss in regression estimates due to duplicated observations: A monte carlo simulation;2017
Sokolov P.V.;"57191626381;";"""Missing link"": The embryological interpretation of the state of nature by Pieter De la Court and Johan De la Court";2017
Alexeeva S.V., Slioussar N.A.;"56292079100;42162211500;";Parafoveal processing in reading: The role of word length;2017
Gusein-Zade S.M., Natanzon S.M.;"6701783976;6603742412;";Klein foams as families of real forms of Riemann surfaces;2017
Zhalsanova Z.B.;"57193866427;";"The concept ""darkhan/smith"" in the Buryat culture (the psycholinguistic meaning)";2017
Korotayev A., Vaskin I., Bilyuga S.;"7003940480;57193871349;57192906481;";Olson-Huntington hypothesis on a bell-shaped relationship between the level of economic development and sociopolitical destabilization: A quantitative analysis;2017
Dmitriev T.A.;"57193870204;";"Rewriting the Soviet past: On the research program of Natalya Kozlova's ""study of the Soviet man""";2017
Ganzha A.G.;"57193868529;";Culture as obstacle: Demusicalization of the world in the hybrid discourses of the effects of music;2017
Kildyushov O.;"57191890735;";Beyond totalitarianism: The Soviet as a form of sociality in N. N. Kozlova's research program;2017
Abramov R., Gruzdev I., Terentev E.;"8250219800;56147446200;57188866467;";Working time and role strains of research and teaching staffin a Modern Russian University;2017
Prakhov I.;"56955534600;";Determinants of expected return on higher education in Moscow;2017
Ivanova N., Popova E.;"7201544811;57192068491;";Professionals and the problem of implementing innovation in university;2017
Shadrina Elena V., Romodina Irina V.;"56592864300;57193855272;";Sustainable public procurement: International experience;2017
Chepurenko Alexander Yu.;"6503981307;";Combining universal concepts with national specifics: SME support policy;2017
Valeeva D., Dokuka S., Yudkevich M.;"56597991300;57022216100;25924090500;";How academic failures break up friendship ties: Social networks and retakes;2017
Ivanova Natalia L., Podolskiy Dmitriy A.;"57193851288;57193847747;";Guarantees for civil servants as an item of the current personnel policy;2017
Popova E., Sheina M.;"57193855203;57193848411;";Does studying in a strong school guarantee good college performance?;2017
Lebedev O.;"8053571100;";The end of compulsory education?;2017
Chirkina T., Khavenson T.;"57193860112;53984321400;";School climate: The history of the concept, approaches to defining, and measurement in pisa questionnaire;2017
Kolesnik Viktor G., Sinyatullina Lyaylya Kh.;"57193855176;57193857683;";State management of the forestry complex: Current situation and main challenges;2017
Chistyakov V.V., Chistyakova S.A.;"7005793389;6506052541;";The joint modulus of variation of metric space valued functions and pointwise selection principles;2017
Felikson A., Natanzon S.;"6603283459;6603742412;";Double pants decompositions revisited;2017
Uspensky P.F.;"57203395882;";Nikolai gumilev as nikolai rostov: A model for building a poet's life;2017
Evtiukov S., Kurakina E., Lukinskiy V., Ushakov A.;"57220255407;57193742648;56151945100;57193743676;";Methods of Accident Reconstruction and Investigation Given the Parameters of Vehicle Condition and Road Environment;2017
Korotayev A.V., Bilyuga S.E., Shishkina A.R.;"7003940480;57192906481;56459981300;";Correlation between GDP per capita and protest intensity: A quantitative analysi;2017
Vasiliev Y., Evtiukov S., Lukinskiy V.;"57193748923;57220255407;56151945100;";Concept of Quantitative Assessment of Knowledge Uncertainty in Accident Reconstruction Tasks;2017
Turchenko M.S., Zavadskaya M.A.;"57191632022;56214944100;";Casual mechanism vs pile of facts: How to evaluate casual links in case study research;2017
Molodchik M., Jardon C.M.;"55388213700;6506804139;";Intellectual capital as enhancer of product novelty: An empirical study of Russian manufacturing SMEs;2017
Ichkitidze Y., Sarygulov A., Ungvari L.;"57189092272;35574671700;57193747529;";Potential for Enhancing Traffic Safety on Highways of Russia;2017
Lukinskiy V., Pletneva N., Gorshkov V., Druzhinin P.;"56151945100;57220064093;57193749305;57193745644;";"Application of the Logistics ""just in Time"" Concept to Improve the Road Safety";2017
Pleshkov A.;"57193738642;";Plato’s theory of language: The isomorphism of kosmos and logos in the timaeus [Platono kalbos teorija: Kosmo ir logo izomorfizmas timajuje];2017
Protasov V.Y.;"7005728944;";The euler binary partition function and subdivision schemes;2017
Konakov V., Kozhina A., Menozzi S.;"7003450051;57193712742;7801636137;";Stability of Densities for Perturbed Diffusions and Markov Chains;2017
Shakina E., Barajas A., Molodchik M.;"55266716300;35572693800;55388213700;";Bridging the gap in competitiveness of Russian companies with intangible bricks;2017
Savchenko A.V., Milov V.R.;"42962245900;6601970522;";Decision Support in Intelligent Maintenance-planning Systems Based on Contextual Multi-armed Bandit Algorithm;2017
Kozyreva P.M., Smirnov A.I.;"6505848584;55574203282;";Russian pensioners in conditions of crisis;2017
Drobizheva L.M.;"6506501262;";All-Russian identity and interethnic accord as a reflection of the consolidation processes in Russian society;2017
Korneeva I.E., Minnigaleeva G.A.;"57193700114;56602857500;";Charitable activities of older russians: Results of empirical study;2017
Strebkov D.O., Shevchuk A.V.;"35821606000;36009573400;";Work values of self-employment and organization employment;2017
Lobanov Yu.V., Shcherbatenko M.L., Semenov A.V., Kovalyuk V.V., Korneev A.A., Goltsman G.N.;"9333900400;56095501200;56879243200;35778256000;7006297830;7006771637;";Heterodyne spectroscopy with superconducting single-photon detector;2017
Ermolova M.D., Penikas H.I.;"57190961153;55471176500;";Basel regulation: A dangerous obsession;2017
V’yugin I.V., Solodkova E.V., Shkredov I.D.;"8503684100;57190878900;6507450888;";On the additive energy of the Heilbronn subgroup;2017
Sechin P.A.;"57188709868;";Ring of operations from Morava K-theories to Chow groups;2017
Ilina A.V., Krichever I.M.;"57193664758;6603725451;";Triangular reductions of the 2D toda hierarchy;2017
Matveeva A.A., Poberezhnyi V.A.;"57192921985;16307874300;";The one-dimensional Riemann problem on an elliptic curve;2017
Belov A.Y., Chernyat’ev A.L.;"57217180353;25930773800;";Description of normal bases of boundary algebras and factor languages of slow growth;2017
Fedotov A.G.;"55977490800;";On the solenoidal representation of the hyperbolic attractor of a diffeomorphism of the sphere;2017
Shvartsman O.V., Vinberg E.B.;"6602279734;6602969684;";A criterion of smoothness at infinity for an arithmetic quotient of the future tube;2017
Kolokoltsev V.N., Kulikauskas V.S., Bondarenko G.G., Eriskin A.A., Nikulin V.Y., Silin P.V.;"42061893300;7004158476;7103344120;57193646296;7007084297;6601987275;";Determination of the element distribution in films deposited using the plasma focus facility by Rutherford backscattering;2017
Saari T., Melin H., Balabanova E., Efendiev A.;"57189043145;13409245000;13004746300;36008134200;";The job demands and resources as antecedents of work engagement: Comparative research on Finland and Russia;2017
Kazun A.D.;"57193912167;";'Rally around the flag' effect. how and why support of the authorities grows during international conflicts and tragedies?;2017
Usačheva M., Arkhangelskiy T.;"57189376496;57189376991;";Grammaticalization of new cases in Beserman Udmurt;2017
Tretyakov S.;"57188809600;";The concept of legal coercion and power-conferring legal regimes;2017
Calof J.;"24309705900;";Reflections on the Canadian Government in competitive intelligence – programs and impacts;2017
